pe_num,cluster,csi4_old,csi5_old,csi4_new,csi5_new,diff_csi4,diff_csi5
15,Busan,0.053392702,0.052220102,0.05339270234060999,0.05222010249504361,3.406099916003491e-10,4.950436102713063e-10
16,Busan,0.04115771,0.02560843,0.04115771009408381,0.02560842995206073,9.408381018705114e-11,-4.793927060875447e-11
17,Busan,0.022085756,0.024552709,0.02208575591290968,0.02455270905772489,-8.709032106590797e-11,5.7724890839550014e-11
18,Busan,0.044570427,0.023936081,0.04457042665108127,0.02393608092834837,-3.489187341831901e-10,-7.165163254385654e-11
19,Busan,0.008381285,0.011834569,0.00838128463395693,0.01183456917738141,-3.6604307085408294e-10,1.7738140990763984e-10
20,Busan,0.001763103,0.0246,0.00176310306138806,0.02459999999999993,6.138805999991725e-11,-6.938893903907228e-17
21,Busan,NA,NA,0.0370749883558454,0.02506063055780118,NA,NA
15,Chungcheongbuk-do,0.050835628,0.047801971,0.0508356283245935,0.04780197095621886,3.2459349791347236e-10,-4.378113843683806e-11
16,Chungcheongbuk-do,0.035993546,0.017626093,0.03599354598485778,0.01762609320714039,-1.5142220810560048e-11,2.0714039164482223e-10
17,Chungcheongbuk-do,0.022664817,0.027223751,0.02266481684053251,0.02722375132074983,-1.5946749129525095e-10,3.2074982947438713e-10
18,Chungcheongbuk-do,0.044077892,0.01963839,0.044077892325315,0.01963839031026469,3.2531499716270673e-10,3.102646924102448e-10
19,Chungcheongbuk-do,-0.001543793,0.005679846,-0.00154379332073099,0.00567984601306371,-3.207309901605976e-10,1.3063710703475895e-11
20,Chungcheongbuk-do,0.005156453,0.0269,0.00515645260184753,0.02689999999999997,-3.98152470194868e-10,-3.122502256758253e-17
21,Chungcheongbuk-do,NA,NA,0.03566162919277557,0.02171011655841265,NA,NA
15,Chungcheongnam-do,0.067175341,0.044974718,0.06717534127269632,0.04497471835358815,2.7269632385529263e-10,3.53588151813522e-10
16,Chungcheongnam-do,0.035741587,0.021162826,0.03574158723225006,0.02116282572676609,2.322500594620358e-10,-2.7323390772160394e-10
17,Chungcheongnam-do,0.025582846,0.024957628,0.02558284569351004,0.02495762766686939,-3.064899584126479e-10,-3.331306099030318e-10
18,Chungcheongnam-do,0.041010073,0.023940324,0.04101007344748407,0.02394032393704735,4.4748407063144313e-10,-6.295265003730677e-11
19,Chungcheongnam-do,0.002336086,0.006912369,0.00216139084451629,0.00686803119928813,-1.7469515548371e-4,-4.43378007118694e-5
20,Chungcheongnam-do,0.006274625,0.02761,0.00661345036892379,0.02761923108547378,3.3882536892379e-4,9.231085473779266e-6
21,Chungcheongnam-do,NA,NA,0.03273961448088567,0.02030160677730161,NA,NA
15,Daegu,0.048585278,0.042840249,0.0485852778717168,0.0428402494087294,-1.282832035043313e-10,4.0872940448855033e-10
16,Daegu,0.0375856,0.024098939,0.03758560030156448,0.02409893885953889,3.0156448171947403e-10,-1.4046111149190743e-10
17,Daegu,0.022833216,0.023621839,0.02283321589246013,0.02362183860839153,-1.0753986937062088e-10,-3.916084678756704e-10
18,Daegu,0.041499959,0.024480094,0.04149995893416567,0.024480093729581,-6.583433104223602e-11,-2.70418999692712e-10
19,Daegu,0.007411831,0.010035569,0.00741183120220961,0.01003556910569113,2.022096101672588e-10,1.056911311941855e-10
20,Daegu,0.002908434,0.0264,0.00290843445993387,0.0264,4.599338700693456e-10,0
21,Daegu,NA,NA,0.0349009442695798,0.02155827891582428,NA,NA
15,Daejeon,0.048917207,0.043928247,0.0489172069732245,0.04392824696724087,-2.677549848506544e-11,-3.275912874300957e-11
16,Daejeon,0.038239884,0.023438198,0.03823988381255495,0.02343819756540377,-1.8744505253520671e-10,-4.3459623053077046e-10
17,Daejeon,0.025501319,0.02454556,0.02550131926121381,0.02454555980085679,2.6121380752863743e-10,-1.991432123371606e-10
18,Daejeon,0.04483708,0.019948387,0.044837080185674,0.01994838681577135,1.8567399701074905e-10,-1.842286531661408e-10
19,Daejeon,0.001979908,0.006785296,0.00197990760431172,0.00678529608564738,-3.9568827988473165e-10,8.564738068067568e-11
20,Daejeon,0.003794343,0.025,0.00379434261508502,0.025,-3.8491498009773917e-10,0
21,Daejeon,NA,NA,0.03459821428571427,0.02373247033441208,NA,NA
15,Gangwon-do,0.056439219,0.038495109,0.05643921930228989,0.03849510855729711,3.022898945048702e-10,-4.42702888237001e-10
16,Gangwon-do,0.038159004,0.017979825,0.03815900365202746,0.01797982531306841,-3.479725466104533e-10,3.1306840800326974e-10
17,Gangwon-do,0.022755032,0.02330019,0.02275503159683499,0.02330018951686183,-4.031650117919394e-10,-4.831381683612079e-10
18,Gangwon-do,0.043336087,0.019343913,0.04333608701638442,0.01934391255099893,1.6384414658343616e-11,-4.4900107243339704e-10
19,Gangwon-do,3.71022e-4,0.007852155,3.710221129178937e-4,0.00785215483898313,1.1291789373110359e-10,-1.610168699761605e-10
20,Gangwon-do,0.006198181,0.028,0.00619818079368912,0.02799999999999997,-2.0631087983835616e-10,-3.122502256758253e-17
21,Gangwon-do,NA,NA,0.03679574233804359,0.02345340295601385,NA,NA
15,Gwangju,0.055336803,0.049140944,0.05533680348808174,0.04914094350611524,4.880817416896832e-10,-4.938847594782025e-10
16,Gwangju,0.036659528,0.021775848,0.0366595275689027,0.02177584750874657,-4.310972967491722e-10,-4.912534302958793e-10
17,Gwangju,0.02241705,0.026076434,0.02241705026208661,0.02607643361830041,2.620866093594465e-10,-3.816995886030128e-10
18,Gwangju,0.040758033,0.017866984,0.04075803287715229,0.01786698410598941,-1.2284771117032633e-10,1.0598941169170928e-10
19,Gwangju,0.00278827,0.009170461,0.0027882703254385,0.00917046146097842,3.2543850036689803e-10,4.609784203662981e-10
20,Gwangju,0.004379093,0.0257,0.00437909284480341,0.02569999999999993,-1.5519658995433172e-10,-6.938893903907228e-17
21,Gwangju,NA,NA,0.03683087484924389,0.02514316392269137,NA,NA
15,Gyeonggi-do,0.056681185,0.044955192,0.05668118534650397,0.04495519202105143,3.4650397134905475e-10,2.105143143138477e-11
16,Gyeonggi-do,0.041581892,0.031269076,0.04158189216683632,0.03126907581491869,1.6683631559599732e-10,-1.850813113879468e-10
17,Gyeonggi-do,0.024406332,0.025060121,0.02440633245382569,0.02506012063550482,4.5382569230367764e-10,-3.644951805659158e-10
18,Gyeonggi-do,0.038418876,0.02111916,0.03841887551128866,0.02111915968443669,-4.887113352891603e-10,-3.1556331159254825e-10
19,Gyeonggi-do,0.007401263,0.009394726,0.00740126331908375,0.00939472628623303,3.1908374987371646e-10,2.8623302859853705e-10
20,Gyeonggi-do,0.006076703,0.0257,0.00607670328785865,0.02569999999999993,2.8785865011093925e-10,-6.938893903907228e-17
21,Gyeonggi-do,NA,NA,0.03555514296323801,0.02312864186463467,NA,NA
15,Gyeongsangbuk-do,0.054934926,0.047391046,0.05493492607749874,0.04739104602802927,7.749873659479434e-11,2.802927334677463e-11
16,Gyeongsangbuk-do,0.03508078,0.017636684,0.03508078011379213,0.0176366843033508,1.1379212849771392e-10,3.0335079934107334e-10
17,Gyeongsangbuk-do,0.023176749,0.024513543,0.02317674916989662,0.02451354321546319,1.698966210772479e-10,2.1546319242671252e-10
18,Gyeongsangbuk-do,0.042582651,0.020138685,0.04258265142831196,0.02013868478059713,4.283119622860987e-10,-2.1940287087129917e-10
19,Gyeongsangbuk-do,3.86391e-4,0.006858396,3.8639069320585374e-4,0.00685839553212585,-3.067941462399186e-10,-4.678741500133143e-10
20,Gyeongsangbuk-do,0.001251564,0.0274,0.00125156445556946,0.02739999999999995,4.555694599773369e-10,-5.204170427930421e-17
21,Gyeongsangbuk-do,NA,NA,0.03356630494758144,0.02215499599608501,NA,NA
15,Gyeongsangnam-do,0.050214892,0.048128367,0.04881163397945375,0.04990186813985611,-0.0014032580205462497,0.0017735011398561096
16,Gyeongsangnam-do,0.039099089,0.025182137,0.0389380530973452,0.02495062640394387,-1.61035902654795e-4,-2.315105960561288e-4
17,Gyeongsangnam-do,0.021856826,0.024777276,0.01999571137557634,0.02353234876754082,-0.0018611146244236591,-0.0012449272324591802
18,Gyeongsangnam-do,0.041526802,0.019758172,0.04209571695882266,0.01918967150631199,5.689149588226569e-4,-5.685004936880102e-4
19,Gyeongsangnam-do,0.005280946,0.009419718,0.00551596366201038,0.00925450947959087,2.3501766201038023e-4,-1.6520852040913074e-4
20,Gyeongsangnam-do,0.005378776,0.0252,0.00618805654776872,0.02530000000000001,8.0928054776872e-4,1.000000000000098e-4
21,Gyeongsangnam-do,NA,NA,0.03500648268197815,0.0222798854688618,NA,NA
15,Incheon,0.053240608,0.043582654,0.05324060769776034,0.0435826542491269,-3.022396638518998e-10,2.491268996651641e-10
16,Incheon,0.043579461,0.025785159,0.04357946056459846,0.02578515884019529,-4.3540154121002317e-10,-1.5980470766119304e-10
17,Incheon,0.023919722,0.023269221,0.02391972203217023,0.02326922069073943,3.2170228286831914e-11,-3.0926056854285733e-10
18,Incheon,0.03416056,0.019841579,0.0341605603944881,0.01984157930504346,3.94488101906898e-10,3.0504345924220466e-10
19,Incheon,0.009890016,0.008558463,0.00989001619916458,0.00855846348670317,1.9916458066093767e-10,4.867031690863888e-10
20,Incheon,0.007841003,0.0262,0.00784100300336624,0.02620000000000004,3.36624131347385e-12,3.8163916471489756e-17
21,Incheon,NA,NA,0.03668025194516495,0.02564331665475343,NA,NA
15,Jeju-do,0.04865346,0.044427588,0.04865346009620853,0.04442758844882701,9.620852725600315e-11,4.4882701027981753e-10
16,Jeju-do,0.029988502,0.028572291,0.02998850181795569,0.02857229061066868,-1.820443101818725e-10,-3.893313206548843e-10
17,Jeju-do,0.019251779,0.021332497,0.01925177862453027,0.02133249676483281,-3.754697316948885e-10,-2.3516718780647317e-10
18,Jeju-do,0.042916966,0.012212166,0.04291696550447688,0.01221216557966191,-4.955231225345358e-10,-4.203380907230603e-10
19,Jeju-do,0.006402993,0.012926319,0.00640299305184397,0.01292631892000975,5.184397008917152e-11,-7.999025053440079e-11
20,Jeju-do,0.004278225,0.0263,0.00427822523952037,0.02629999999999995,2.395203696839432e-10,-5.204170427930421e-17
21,Jeju-do,NA,NA,0.02980406586330613,0.01804376953997316,NA,NA
15,Jeollabuk-do,0.052813771,0.044414898,0.05281377092594333,0.04441489839552979,-7.405667051818554e-11,3.9552978947643425e-10
16,Jeollabuk-do,0.038672132,0.019971684,0.03867213166046132,0.01997168418833017,-3.3953867495384316e-10,1.8833017090269522e-10
17,Jeollabuk-do,0.021833944,0.024548954,0.02183394429133338,0.02454895388724502,2.9133337756115374e-10,-1.1275498243423776e-10
18,Jeollabuk-do,0.04373639,0.021797378,0.04373638968481378,0.02179737772604484,-3.151862174033404e-10,-2.739551606401047e-10
19,Jeollabuk-do,-2.94016e-4,0.005388372,-2.940157298416074e-4,0.0053883724594297,2.7015839261859687e-10,4.594297000129477e-10
20,Jeollabuk-do,0.005358561,0.0259,0.00535856113082732,0.02590000000000003,1.308273194638998e-10,3.122502256758253e-17
21,Jeollabuk-do,NA,NA,0.03294466037386639,0.02347249596846434,NA,NA
15,Jeollanam-do,0.054655793,0.042021383,0.05465579293973512,0.04202138280299863,-6.026488336141611e-11,-1.970013735475007e-10
16,Jeollanam-do,0.03407081,0.020150038,0.03407081019021336,0.02015003750937718,1.9021335895264002e-10,-4.906228201484453e-10
17,Jeollanam-do,0.020842001,0.024728525,0.02084200072470572,0.02472852522809139,-2.75294280427385e-10,2.2809138952584185e-10
18,Jeollanam-do,0.044747732,0.019848844,0.04474773206690264,0.01984884426546027,6.690264314768157e-11,2.654602683505036e-10
19,Jeollanam-do,-3.3817e-4,0.009419102,-3.381698669512557e-4,0.00941910248956081,1.3304874427666133e-10,4.895608102933879e-10
20,Jeollanam-do,0.007049345,0.0262,0.0070493454179255,0.02620000000000004,4.1792549976271687e-10,3.8163916471489756e-17
21,Jeollanam-do,NA,NA,0.03486120077469323,0.02513144995989669,NA,NA
15,Seoul,0.042335168,0.042132464,0.0423351680524651,0.0421324644682883,5.2465101707532824e-11,4.682882970286073e-10
16,Seoul,0.043410752,0.032986111,0.04341075240991132,0.03298611111111111,4.0991132016499066e-10,1.1111111336559176e-10
17,Seoul,0.020663006,0.026209169,0.02066300589790524,0.02620916855962485,-1.0209475972966509e-10,-4.403751495407615e-10
18,Seoul,0.038162561,0.024804325,0.03816256076653906,0.02480432520472331,-2.3346093808163104e-10,2.04723311220123e-10
19,Seoul,0.012540193,0.011802689,0.01254019292604503,0.01180268868423832,-7.395497061968292e-11,-3.1576168069147315e-10
20,Seoul,0.00621843,0.021,0.00621842989676193,0.02099999999999994,-1.0323807000250929e-10,-6.245004513516506e-17
21,Seoul,NA,NA,0.03927265910582058,0.02362914862914867,NA,NA
15,Ulsan,NA,NA,0.0545003007314566,0.04274149034038639,NA,NA
16,Ulsan,NA,NA,0.03958553472014139,0.02588103220716967,NA,NA
17,Ulsan,NA,NA,0.02742472234473366,0.02847479674796739,NA,NA
18,Ulsan,NA,NA,0.03983374138814558,0.02145368129401074,NA,NA
19,Ulsan,NA,NA,0.00458188953367017,0.00991158533417827,NA,NA
20,Ulsan,NA,NA,0.00295872824833259,0.02489999999999995,NA,NA
21,Ulsan,NA,NA,0.0358836106721206,0.02279457955667227,NA,NA
